name,infrastructure_type,latitude,longitude
Grace Hospital,hospital,11.7742959,78.2092285
Dr. Nagaraj Hospital,hospital,11.7464035,78.0472401
Thulasi Hospital,hospital,11.7461516,78.0469984
Government Hospital,hospital,11.7581107,78.0180657
Lakshmi Hospital,hospital,11.6601357,78.1904563
Amirthalingam Hospital,hospital,11.7456708,78.0470548
Malligai Nursing Home,hospital,11.5308602,78.0529837
Kiran Diabetic Hospital,hospital,11.6957337,78.1625792
SR Hospital,hospital,11.6075985,78.0070051
Sree Vasantham Hospital,hospital,11.540146,78.0545787
Dr. Malathi Anbalaya Hospital,hospital,11.6642243,78.1754526
Providence Hospital,hospital,11.7706422,78.2015143
Kamala Hospital,hospital,11.8722588,78.0899189
Akitha Hospital,hospital,11.6256027,78.1489875
Sugumar Hospital,hospital,11.7396031,78.0426955
Dr. Pandiyarajan Hospital,hospital,11.692704,77.969344
C.M. Hospital,hospital,11.6747345,78.1255034
Sharan Hospital,hospital,11.7828854,78.2115014
Government Hospital,hospital,11.81292,78.265009
Subam Hospital,hospital,11.6069532,78.0042593
Dr.Jairaman Homeopathy Hospital,hospital,11.6349272,78.1510927
Mythili Hospital,hospital,11.533594,78.050881
Children Hospital,hospital,11.7458377,78.0480205
Dr. Sithan Hospital,hospital,11.5301463,78.05409
Malar Hospital,hospital,11.7041061,78.16998
Government Hospital,hospital,11.624775,78.002583
Dr. Sengodan Hospital,hospital,11.6959527,77.9695325
Deepam Speciality Hospital,hospital,11.6269734,78.1476357
Tharamangalam,hospital,11.6916951,77.96677
Dhanalakshmi Hospital,hospital,11.5318866,78.0514614
Nesam Medical Centre and Hospital,hospital,11.6078647,78.0073456
Vinayaka Mission's Homeopathic Medical College & Hospital,hospital,11.583617,78.059145
Udhayam Hospital,hospital,11.625819,78.145958
Bethel Hospital,hospital,11.8699472,78.1388598
Prabha Hospital,hospital,8.82487,77.848357
Habibia Hospital,hospital,8.9315938,78.0895673
Government Hospital,hospital,8.910024,78.021363
,hospital,9.1766246,77.8674968
St Annes Hospital,hospital,8.877448,78.025511
Jeya Shri Hospital,hospital,9.181803,77.860087
Gopal Children's Hospital,hospital,8.945271,77.771705
One Rupee Hospital,hospital,9.1633254,77.8665814
Sri Siddhar Siddha Hospital & Research Centre,hospital,9.184182,77.850617
Santhi Hospital,hospital,9.1326814,78.1665423
Dr. S. Perumal Siddha Hospital,hospital,9.296452,78.135617
Sri Sendur Hospital,hospital,9.174386,77.8663602
Government Hospital,hospital,9.216457,78.206952
Government Hospital,hospital,9.129046,78.16824
Meenatchi Hospital,hospital,9.177407,77.872385
Rukumani Hospital,hospital,9.1496729,77.9943643
Sri Lakshmi Hospital,hospital,9.173894,77.865731
Selvam Hospital,hospital,9.147583,77.994086
Murali Nursing Home,hospital,9.1797587,77.8720657
Dr. Sennakesvan Hospital,hospital,9.174734,77.868017
J.V. Hospital,hospital,8.663892,77.826694
Ganga Hospital,hospital,9.1728787,77.864882
Kumar Hospital,hospital,9.147513,77.989551
RMS Hospital,hospital,9.17461,77.863934
Srinivasa Hospital,hospital,9.1732982,77.8651038
Vediyal Hospital,hospital,9.3195279,78.0805765
Visakan Hospital,hospital,9.175538,77.879661
Siva Sakthii Hospital,hospital,9.177053,77.866514
Meenakshi Hospital,hospital,9.176971,77.871751
Karthik Nursing Home,hospital,9.17563,77.866287
Surya Hospital,hospital,8.7154667,77.848558
Raj hospital,hospital,9.132756,78.167931
Sangeetha Thanaraj Hospital,hospital,8.873539,78.026203
Government Hospital,hospital,8.747166,77.935693
Parithi Homeopatthi Hospital,hospital,9.1763119,77.8665546
Thulasi Hospital,hospital,9.174867,77.8651564
Vasan Hospital,hospital,9.174534,77.866054
Jayashri Hospital,hospital,9.132309,78.1662
Aravind Eye Hospital,hospital,9.1760067,77.8717781
Government Hospital,hospital,8.796133,77.950164
Government Ayurvedha Hospital,hospital,8.9707417,78.1853066
Balaji Hospital,hospital,9.1779246,77.8743314
Bhuvaneswari Hospital,hospital,8.912955,78.021108
Priya Hospital,hospital,9.129781,78.164141
Jai Hospital,hospital,9.163599,77.847711
Sri Hospital,hospital,9.17317,77.874336
Shakthi Eye Hospital,hospital,9.438203,77.540773
Sri Ram Hospital,hospital,9.4433941,77.5564398
Lora Hospital,hospital,9.5887426,77.9521865
Kanaga Hospital,hospital,9.4546566,77.5488002
RJPM Govt Maternity & Health Care Centre,hospital,9.4590865,77.5551908
Ceragem,hospital,9.454065,77.558375
Ramco Hospital,hospital,9.4435847,77.5521026
Shanmuganathan Eye Hospital,hospital,9.5475012,77.9467473
Giridharan Hospital,hospital,9.581156,77.953217
Rajaram Children Hospital,hospital,9.4554333,77.5559955
St. Luke's Eye Hospital,hospital,9.580234,77.958565
Alagappa Hospital,hospital,9.4540646,77.5567002
Chandra Hospital,hospital,9.2714406,77.822955
Nagarathina Orthopedic Hospital,hospital,9.455881,77.558952
Aanand Hospital,hospital,9.447643,77.554622
Madhavan Hospital,hospital,9.455104,77.55915
Chidambaram Nagammal Hospital,hospital,9.5785134,77.9602552
Vimala Hospital,hospital,9.579475,77.956456
Navamani Hospital,hospital,9.454473,77.558057
Sri Navamani Super Speciality Hospital,hospital,9.4546025,77.5585014
Alagusundarammal Hospital,hospital,9.453745,77.552567
Jeyaram Children's Hospital,hospital,9.447684,77.561925
Aandal Hospital,hospital,9.45433,77.558224
Jhanapriya Hospital,hospital,9.543734,77.944851
VVV Hospital,hospital,9.615482,77.957509
Pari Hospital,hospital,9.4475621,77.5548936
Bindya Hospital,hospital,9.455384,77.5583589
Dr. Dhanapal Hospital,hospital,9.5844845,77.95625
Santhilal Hospital,hospital,9.4579981,77.5564709
Elango Hospital,hospital,9.5864124,77.9594752
Meenakshi Hospital,hospital,9.4417536,77.5610746
Jayanthi Hospital,hospital,9.577714,77.96403
Government Primary Hospital,hospital,9.413208,78.047839
ESI Hospital,hospital,9.4376837,77.5686909
Venus Hospital,hospital,9.588192,77.951498
Dr. Jeevarajan Hospital,hospital,9.602919,77.956025
Holycross Hospital,hospital,9.523213,77.944261
Jhansibhai Hospital,hospital,9.454029,77.558487
Lakshimi Multi Speciality Hospital,hospital,9.4406214,77.5557895
Sakthi Bala Hospital,hospital,9.4432964,77.5577872
Bhima Raja Hospital,hospital,9.4447751,77.5522675
Lakshmi Priya Hospital,hospital,9.587468,77.952076
Jaisree Hanuman Hospital,hospital,9.585722,77.957568
R S Ortho Hospital,hospital,9.454815,77.559622
Jana Priya Hospital,hospital,9.543132,77.9430416
Balamrishnan Hospital,hospital,9.5742864,77.9618764
Veeramani Hospital,hospital,9.425538,78.206008
Arvind Hospital,hospital,9.438297,77.565367
SSS Hospital,hospital,11.7501471,77.8832809
JP Nature Cure Hospital Siddha and Naturopathy,hospital,11.7002949,77.8770897
Selvakumar Hospital,hospital,11.836215,77.945842
Village Welfare Hospital,hospital,11.7566733,77.895293
Parusuraman Hospital,hospital,11.697164,77.877792
Thangavelu Hospital,hospital,11.8177944,77.856542
Laxmi Narasimar Hospital,hospital,11.816251,77.8449419
Aarampa Sugathara Nilayam,hospital,11.793117,77.922026
Thiagu Memorial Hospital,hospital,11.8490566,77.7518555
Thiyagaraja Hospital,hospital,11.817091,77.846671
Sathya Hospital,hospital,11.7864589,77.8004201
Sri Sakthi Hospital,hospital,11.835714,77.9451014
Rishan Hospital,hospital,11.879358,77.9286133
Rajamma Hospital,hospital,11.816234,77.8440199
S.K.A Hospital,hospital,11.7816111,77.797688
Devi Hospital,hospital,11.7940977,77.7981799
Arun Hospital,hospital,11.794117,77.797977
Vasu Speciality Hospital,hospital,11.8331097,77.943169
Chinnakavur Hospital,hospital,11.7830314,77.8206836
Rajamanickam Hospital,hospital,11.8332408,77.9431081
Child Hospital,hospital,11.833001,77.943415
Nakul Hospital,hospital,11.6954119,77.8796544
Dhiviya Siddha Hospital,hospital,11.7159513,77.7100608
Government Hospital,hospital,11.758158,77.894528
Smp Medical Center and Hospital,hospital,11.7648873,77.7933172
Rajeshwaran Hospital,hospital,11.696836,77.879517
Government Hospital,hospital,11.7396142,77.9166506
Srilakshmi Hospital,hospital,11.7601,77.892272
Prasath Hospital,hospital,11.7942437,77.7977734
Mugil Hospital,hospital,11.7809533,77.7941437
Government Hospital,hospital,11.704048,77.820965
Naveen Nursing Home,hospital,11.8335355,77.9437441
Narkunam Siddha Hospital,hospital,8.4962638,78.1247532
Murugan Hospital,hospital,8.493247,78.117014
Arasoor Ananthah Hospital,hospital,8.3524188,77.8958285
Saravanas Hospital,hospital,8.481931,77.925575
Naduva Kurichi Kashpa Hospital,hospital,8.374123,77.923563
Karpagam Hospital,hospital,8.428504,78.029092
Suresh Hospital,hospital,8.6241838,78.0249038
Kruthick Skin Hospital,hospital,8.497633,78.117751
Nava Mudalur Government Hospital,hospital,8.417318,77.945208
Dr. Sumathi Hospital,hospital,8.442944,77.915233
Anantha Aparna Hospital,hospital,8.49253,78.045211
Srithar Hospital,hospital,8.426576,78.032738
Ayyadurai Hospital,hospital,8.569736,78.095062
Rajam Hospital,hospital,8.623771,78.023477
Janaki Raman Hospital,hospital,8.6257952,78.0204223
Swetha Hospital,hospital,8.6078019,77.9410963
Rani Tupps Hospital,hospital,8.5665519,78.1088333
Sumathi Hospital,hospital,8.491627,78.116163
Sundaram Nallathambi Hospital,hospital,8.5686881,78.0958823
Dr. Pitchimani Hospital,hospital,8.444489,77.912554
Arokia Annai Hospital,hospital,8.533076,78.100296
Jayachandra Hospital,hospital,8.622463,78.069171
Sandra Hospital,hospital,8.4473342,77.9147515
Sivaranjani Hospital,hospital,8.431508,78.029483
Venkada Rengan Hospitals,hospital,8.496037,78.119513
Kani Hospital,hospital,8.4962534,78.1250702
Dr. Kirubai Hospital,hospital,8.559331,77.973395
Surya Hospital,hospital,8.509155,78.11664
Divakaran Hospital,hospital,8.5693554,78.1007079
Raja Pinheiro Charitable Hospital,hospital,8.633557,78.116605
Jeya Murugan Hospital,hospital,8.6304551,77.9120952
Jaikapeesha Hospital,hospital,8.431749,78.028455
Thambi Hospital,hospital,8.5008338,77.9370627
Sekar Hospital,hospital,8.4448935,77.9129127
Aravind Eye Hospital,hospital,8.6319319,77.9118165
Jaikapisha Hospital,hospital,8.440613,77.9180479
Bala Hospital,hospital,8.4423,77.905897
Dr. Karmegaraj Hospital,hospital,8.56156,77.977165
Sivakami Nursing Home,hospital,8.4364671,77.9192102
Maragatham Hospital,hospital,8.62441,78.021819
Suba Hospital,hospital,8.4939588,78.1247016
Government Hospital,hospital,8.569212,78.093773
Sri Sankar Hospital,hospital,11.5862984,77.8355021
Muthu Eyecare Hospital,hospital,11.584736,77.8393794
Sri Shankar Hospital,hospital,11.5780699,77.7471671
Saron Hospital,hospital,11.5703864,77.9144607
Government Hospital,hospital,11.563699,77.7881936
Sankari Hospital,hospital,11.4777496,77.873892
Thilagam Hospital,hospital,11.4753573,77.8685829
SKM Hospital,hospital,11.5841611,77.8334397
Adveka Hospital,hospital,11.587877,77.830887
ESI Hospital,hospital,11.4717067,77.8642668
S. P. Eye Hospital,hospital,11.5882719,77.829697
Nivetha Hospital,hospital,11.5858509,77.833451
Dr. Jaganathan Hospital,hospital,11.4752717,77.8709312
Kannan Hospital,hospital,11.5854802,77.8425936
Rathanasamy Hospital,hospital,11.58583,77.833443
Sri Advika Hospital,hospital,11.585049,77.834422
Sri Vellaiyan Hospital,hospital,11.4798876,77.8831394
Kathir Eye Hospital,hospital,11.4740976,77.8681591
Ck Hospital,hospital,11.473504,77.8650523
Arunagiri Hospital,hospital,11.5837095,77.8332129
Siddha Hospital,hospital,11.5827668,77.8022539
Nursery Hospital,hospital,11.4974362,77.7847058
"Vasantha Hospital, Koneripatti",hospital,11.580767,77.7446
Kallampalayam Government Hospital,hospital,11.5388142,77.7871855
Dr. O.S. Subramanium Hospital,hospital,11.584996,77.834235
Mohan Hospital,hospital,11.5841331,77.8336277
Aravinthu Eye Hospital,hospital,11.5866631,77.8341465
KRS Hospital and Diabetic Centre,hospital,11.5848828,77.8449664
SP Hospital,hospital,11.4708567,77.8654872
Aravind Hospital,hospital,11.5854615,77.8424165
Sri Shanthi Hospital,hospital,11.569272,77.901937
Priya Hospital,hospital,11.121393,77.792305
Sabari Eye Hospital,hospital,11.0730612,77.8874324
Sakthi Dental Hospital,hospital,11.2788566,77.5849413
Senthilvel Doctor Hospital,hospital,11.1220935,77.7890859
Sarvathaa Siddha Hospital,hospital,11.1184171,77.7870444
Dr. N Viswanathan Hospital,hospital,11.2412783,77.5005502
Marutham Hospital,hospital,11.2796906,77.5864262
Dr. Palanisamy Hospital,hospital,11.161573,77.603607
Mag Hospital,hospital,11.2804816,77.5959817
Abhirami Hospital,hospital,11.1616659,77.6057677
Gen Siddha Hospital,hospital,11.2375033,77.5059797
Cattle Hospital,hospital,11.1597961,77.6039276
Sivakumar Hospital,hospital,11.2770302,77.5852952
Kavitha Hospital,hospital,11.238653,77.663961
SR Hospital,hospital,11.2835858,77.5905903
Pragash Hospital,hospital,11.282087,77.590162
Thirumurugan Hospital,hospital,11.0771152,77.8845769
Herbert Brough Memorial Hospital,hospital,11.1688371,77.601892
Anu Child Care,hospital,11.2765928,77.5848408
Dharani Hospital,hospital,11.1616599,77.605546
IRT Ramalingam Tuberculosis Hospital,hospital,11.2828419,77.5628621
Sanitorium Hospital,hospital,11.2828041,77.5629626
Government Hospital,hospital,11.2343326,77.719226
Arul Murgan Hospital,hospital,11.161705,77.603603
Nandha Ayurveda Medical College and Hospital,hospital,11.2855531,77.6205354
Dr. Banumathy Hospital,hospital,11.0751666,77.8860226
Kongu Hospital,hospital,11.280273,77.587989
Dr. Jayakanthan Hospital,hospital,11.2738446,77.5881795
Dr. Meghnathan Hospital,hospital,11.1206738,77.7889748
Chinnusamy Hospital,hospital,11.2414262,77.8216267
Nataraj Nursing Home,hospital,11.2351682,77.7785956
Shanmuga Hospital,hospital,11.1650789,77.6036595
KMCH Hospital,hospital,11.2814725,77.5739302
Govindsamy Charitable Trust Hospital,hospital,11.2613869,77.5856778
Kaliappan Hospital,hospital,11.318578,77.486926
Chitra Hospital,hospital,11.0779188,77.8845563
Raja Rajeshwari Siddha Hospital,hospital,11.2843579,77.5907941
Senthil Sengodan Hospital,hospital,11.3190519,77.4893797
Santhi Hospital,hospital,11.2787879,77.5872993
Rama Prasad Multispeciality Hospital,hospital,11.2794959,77.5723401
Madhura Hospital,hospital,11.120712,77.788936
Government Hospital,hospital,11.083128,77.884008
Government Hospital,hospital,11.1935282,77.5923131
N V Nursing Home,hospital,11.2780408,77.5848735
Kaviraj Ayurveda Hospital,hospital,11.3400349,77.7298199
Om Shakthi Hospital,hospital,11.3108011,77.7259973
KB Hospital,hospital,11.32748,77.708083
Dr. Snm Siddha Hospital,hospital,11.3306597,77.7196144
Sri Vijaya Hitech Hospital,hospital,11.3400011,77.7192251
Dr. R.M. Habibullah Hospital,hospital,11.335246,77.7266028
Aditi Ent Hospital,hospital,11.3300862,77.7236924
Nalli Hospital,hospital,11.3463567,77.7171556
Mercury Hospital,hospital,11.3328384,77.7240531
Onco Foundation Cancer Hospital,hospital,11.3340957,77.7183601
Senthil Prakash Hospital,hospital,11.352639,77.732267
Arc Fertility Hospital,hospital,11.3397231,77.7130655
Suriya Hospital,hospital,11.340248,77.7186452
Sreedhareeam Eye Hospital,hospital,11.352858,77.722408
KS Eye Hospital,hospital,11.3465289,77.7175494
KS Hospital,hospital,11.3138357,77.7158992
Sakthipriya Hospital,hospital,11.337874,77.711363
Sri Indra Hospital,hospital,11.328458,77.7128578
Kaviraj Siddha Hospital,hospital,11.347153,77.720863
Agathiyar Siddha Hospital,hospital,11.3174229,77.7254599
Arun Fracture Hospital,hospital,11.3378114,77.7152632
Roja Hospital,hospital,11.3509181,77.7282478
Ajay Gastro Hospital,hospital,11.331873,77.720727
Indrajith Yoga Nature Cure Hospital,hospital,11.3499973,77.732974
Care Hospital,hospital,11.338443,77.716511
Dr. Pondiperumal Hospital,hospital,11.3390924,77.7205408
Bethesda Hospital,hospital,11.3314183,77.7266231
Bharath Hospital,hospital,11.3370288,77.7186516
Abitha Eye Hospital,hospital,11.34021,77.7187589
Sri Kumaran Hospital,hospital,11.3310559,77.7183
Ortho Life Hospital,hospital,11.3395729,77.7167329
SS Hospital,hospital,11.334839,77.732254
Maternity Hospital,hospital,11.3299275,77.7065985
Shri Vijaiah Trauma Care Hospital,hospital,11.3418935,77.7193036
Srinivasa Speciality Hospital,hospital,11.337577,77.715527
Velavan Hospital,hospital,11.3384075,77.7123677
SRC Hospital,hospital,11.3413999,77.7177834
R.L Hospital,hospital,11.3340506,77.7158268
Cauvery Nature Cure Hospital,hospital,11.3459862,77.7171349
Gnanaganesh Hospital,hospital,11.3340114,77.706332
Siddhvedam Siddha Hospital,hospital,11.3336526,77.7063319
Keran Hospital,hospital,11.3400456,77.7154808
Divisional Railway Hospital,hospital,11.3237354,77.7204487
Priya Hospital,hospital,11.346512,77.718023
Gem Hospital,hospital,11.338106,77.7155077
V.S.M. Hospital,hospital,11.337176,77.7113816
Shubiksha Hospital,hospital,11.3318174,77.7299544
Dharshaan Hospital,hospital,11.3320016,77.7204888
Milan Hospital,hospital,11.343591,77.733182
TAT Ent Hospital,hospital,11.34639,77.716936
Nalan Hospital,hospital,11.3399703,77.716773
Guhan ENT Hospital,hospital,11.339489,77.721001
KRN Hospital,hospital,11.330054,77.723136
Surya Hospital,hospital,11.3400026,77.7190977
Sri Hari Hospital,hospital,11.338357,77.7164204
"Sri Jai Shakthi Dentistry, Speciality Children Dental Hospital",hospital,11.3476429,77.7186408
Sri Indhu Hospital,hospital,11.3285353,77.7130688
Immick Hospital,hospital,11.332617,77.728073
Curie Hospital,hospital,11.3380517,77.7140038
Maha Hospital,hospital,11.4372003,77.6781345
Lrk Hospital,hospital,11.4544553,77.6889783
Kharthik Hospital,hospital,11.4516542,77.6871221
Jothikumar Hospital,hospital,11.43687,77.678407
Child Hospital,hospital,11.395736,77.660736
Care 24 Medical Centre & Hospital,hospital,11.326585,77.688148
Ramya Hospital,hospital,11.4512773,77.6870043
S.N.A. Siddha Hospital,hospital,11.44704,77.682877
Kandasamy Hospital,hospital,11.4450062,77.6832304
Sutha Hospital,hospital,11.4365526,77.6796472
Magalya Varmam & Acupuncture Hospital,hospital,11.3927805,77.6579614
Ramu Nursing Home,hospital,11.3928734,77.6593531
Kavin Hospital,hospital,11.4399114,77.6838194
Nalamthaa Siddha Hospital,hospital,11.3253867,77.6901722
Government Hospital,hospital,11.4519113,77.6819742
Janani Hospital,hospital,11.3611499,77.7011804
Annusiya Hospital,hospital,11.4432777,77.6813562
Anbe Sivam Hospital,hospital,11.4508139,77.6854947
Ram Hospital,hospital,11.3927863,77.6593313
Vignesh Hospital,hospital,11.4513898,77.6879679
Government Hospital,hospital,11.371101,77.703436
Thanish Siddha Hospital,hospital,11.430003,77.674964
Erode Hospital,hospital,11.3279227,77.6924918
Gokul Hospital,hospital,11.3943597,77.660327
Shifa Free Hospital,hospital,11.3683589,77.7070167
Gopikrishnan Eye Hospital,hospital,11.451813,77.687171
Shri Mani Hospital,hospital,11.44771,77.6838471
Sumangali Hospital,hospital,11.4427668,77.6827131
SKMH Hospital,hospital,11.4379787,77.6780268
PST Mahaa Hospital,hospital,11.4312903,77.6585751
Erode Emergency Care Hospital,hospital,11.3321621,77.6825693
Immiaditya Hospital,hospital,11.4501276,77.6836088
Sengodan Hospital,hospital,11.3927596,77.6593501
K.G. Baby Hospital,hospital,11.343848,77.699081
Sri Kaalangi Siddhar Mooligai Vaithiya Nilayam,hospital,11.432369,77.674894
Panukudumuti Hospital,hospital,11.3957328,77.6603156
Christhu Jothi Hospital,hospital,11.364103,77.7098785
Mahaswaran Hospital,hospital,11.4519883,77.6882952
Sakthi Hospital,hospital,11.376385,77.683485
LVS Eye Hospital,hospital,11.3475062,77.6969254
Karunya Hospital,hospital,11.451637,77.687949
RKR Neuro Hospital,hospital,11.3278243,77.6991636
Jaswanth Arun Hospital,hospital,11.451794,77.687216
Balakrishna Hospital,hospital,11.4514522,77.688074
Adithya Hospital,hospital,11.4515977,77.6864105
Saraswathi Siddha Hospital,hospital,11.451769,77.6865838
24 Care Hospital,hospital,11.3731527,77.6943299
Sir Ivan Stedford Hospital,hospital,13.1247933,80.1435476
Fathima Hospital,hospital,8.8039359,78.1349747
Malar Hospital,hospital,8.8107915,78.1483029
Skin Hospital,hospital,8.802572,78.147003
Sri Vigneshvara Eye Hospital,hospital,8.806043,78.148865
Laxmi Multispeciality Hospital,hospital,8.809807,78.13499
Nisha Hospital,hospital,8.818391,78.147777
Aravind Eye Hospital,hospital,8.806565,78.139482
,hospital,8.801118,78.133052
Eye Hospital,hospital,8.8018605,78.1416769
G.K. Hospital,hospital,8.800014,78.145503
Alagu Children's Hospital,hospital,8.80493,78.1446
Rajeshwari Hospital,hospital,8.808811,78.158401
Abirami Hospital,hospital,8.801763,78.141978
Sundaram Hospital,hospital,8.79655,78.133094
Lakshmi Hospital,hospital,8.797652,78.153012
Southern Railway Health Unit,hospital,8.807144,78.15367
Thanga Kanniga Hospital,hospital,8.798417,78.148945
Ranjini Hospital,hospital,8.8074617,78.144984
Suba Siddha Hospital,hospital,8.8015038,78.1366273
Dr. Agarwals Eye Hospital,hospital,8.801508,78.137275
ESI Hospital,hospital,8.8122128,78.1612165
Mariam Beevi Hospital,hospital,8.798544,78.133581
General Hospital,hospital,8.797717,78.134947
C.S.I. Jeyaraj Annapackiam Mission Hospital,hospital,8.8178984,78.1542039
Ghurusanadh Hospital,hospital,8.8192535,78.148308
Siroraj Hospital,hospital,8.816451,78.155487
Herbocare Siddha Hospital,hospital,8.7998894,78.140102
Malar Hospital,hospital,8.8164672,78.1614708
VVP Hospital,hospital,8.7954122,78.1416155
Aravind Eye Hospital,hospital,8.805381,78.141538
Grace Hospital,hospital,8.809841,78.143244
Sivakami Hospital,hospital,11.4531846,77.4299288
KRP Hospital,hospital,11.5142473,77.4546226
U M Hospital,hospital,11.4544151,77.4240386
Kariyamanikam Hospital,hospital,11.5229297,77.5134812
Arun Hospital,hospital,11.4538121,77.4305743
NM Hospital,hospital,11.4765419,77.5801178
Government Hospital,hospital,11.5218505,77.5285238
Siddha Hospital,hospital,11.4592522,77.4308223
Sri Varahi Herbal Research Centre and Hospital,hospital,11.4539333,77.4427438
Sengotayan Hospital,hospital,11.4504212,77.4300223
Best Hospital,hospital,11.4543558,77.4263617
Ramachandran Hospital,hospital,11.452242,77.434641
Dr. Gopal Hospital,hospital,11.455258,77.422901
Dr. Kandhasamy Hospital,hospital,11.4750159,77.5798168
Hussainya Homeopathy Hospital,hospital,11.507225,77.386729
MRS Hospital,hospital,11.4590545,77.4284363
SPK Hospital,hospital,11.47498,77.5798076
Rajasekaran Hospital,hospital,11.454463,77.4262
Samuel Hospital,hospital,11.4542555,77.4271194
Kumaran Hospital,hospital,11.4533971,77.4349621
Sivasakthi Hospital,hospital,11.4544711,77.4297229
Assisi Hospital,hospital,11.4636431,77.30493
SS Children's Hospital,hospital,11.4555386,77.4296357
Poorani Ravichandran Hospital,hospital,11.4550863,77.4307802
Kavitha Children's Hospital,hospital,11.4565402,77.4310815
Nalam General & Diabetes Care Hospital,hospital,11.523399,77.51107
SP Dhanapal Hospital,hospital,11.4559935,77.4304406
Subi Hospital,hospital,11.5070348,77.5375885
Karthikeyan Hospital,hospital,11.5068171,77.3844296
Neha Hospital,hospital,11.4560138,77.4270219
JP Hospital,hospital,11.454765,77.438257
Eye Hospital,hospital,11.466427,77.569526
ESI Hospital,hospital,11.457705,77.440475
KKS Hospital,hospital,11.4551792,77.4392927
Government Hospital,hospital,11.4436291,77.3797811
Jesus Hospital,hospital,11.4511405,77.4355211
M.S Children's Hospital,hospital,11.4556012,77.4301006
NSPP Hospital,hospital,11.4576543,77.4328152
Gobi Diabetic Hospital,hospital,11.455394,77.4301181
Bala Hospital,hospital,11.522996,77.512794
Ragav Hospital,hospital,11.475895,77.581045
Dr. P Kathirvel Hospital,hospital,11.5064531,77.3836952
Dr. Rathinasamy Hospital,hospital,11.457562,77.4327752
Sankareswari Eye Hospital,hospital,11.4572997,77.428765
Gobi Neuro Mind Care,hospital,11.4548344,77.434649
Arun Hospital,hospital,11.4548852,77.4250314
Dr. Moorthy Hospital,hospital,11.4546045,77.4308533
SP Hospital,hospital,11.456607,77.430302
Mohindeen Hospital,hospital,8.684624,77.566228
Nimrate Hospitam,hospital,8.826839,77.374085
Elayaraja Orthopaedic Hospital,hospital,8.692185,77.461732
Arun Hospital,hospital,8.714397,77.385855
Kanna Hospital,hospital,8.6819991,77.4668871
Nimrod Hospital,hospital,8.8239964,77.3742084
Chandra Nursing Home,hospital,8.718179,77.383002
Ayya Kovil,hospital,8.757511,77.507067
Precision Dental Clinic,hospital,8.787285,77.726385
Aviztham Siddha Hospital,hospital,8.714996,77.37231
Myopathy Hospital,hospital,8.8909214,77.6510483
Vaigarai Homeopathy Hospital and Research Centre,hospital,8.66824,77.665116
Government Hospital,hospital,8.8950114,77.6761534
Swami Sivananda Centenary Charitable Hospital,hospital,8.6623605,77.5843025
Saro Hospital,hospital,8.81799,77.659295
Pandian Hospital,hospital,8.7044495,77.4562408
Raaja Hospital,hospital,8.726781,77.666446
Lakshmi Hospital,hospital,8.696885,77.518804
BMK Siddha Hospital,hospital,8.6802817,77.5604769
Azeez Hospital,hospital,8.704838,77.458776
,hospital,8.783733,77.723217
Subhalakshmi Hospital,hospital,8.713143,77.393576
Dhanvantri Hospital,hospital,8.6958207,77.5198787
Aravind Eye Care Hospital,hospital,8.68886,77.463309
Sugam Hospital,hospital,8.822265,77.372346
ESI Hospital,hospital,8.787162,77.726567
Damayanthi Hospital,hospital,8.684954,77.461809
Anandha Jothi Hospital,hospital,8.703722,77.4495772
Rajathiran Hospital,hospital,8.815422,77.680813
Sakthi Nursing Home,hospital,8.701266,77.460029
"Anbu Hospital,",hospital,8.827374,77.373559
Kumarasamy Hospital,hospital,8.694761,77.519646
Sigaram Siddha Hospital,hospital,8.6886306,77.4615642
Indra Hospital,hospital,8.687461,77.566403
Pushpam Memorial Hospital,hospital,8.7453897,77.52314
Nellai Test Tube Baby Hospital,hospital,8.7234105,77.6620741
Krishna Hospital,hospital,8.740501,77.522546
Kaithe Millath Hospital,hospital,8.722522,77.659294
ESI Hospital,hospital,8.7126691,77.3946823
Chandra Sekar Hospital,hospital,8.714802,77.384013
Jessie Eye Hospital,hospital,8.7035582,77.4498042
Vidivelli Hospitals,hospital,8.6694785,77.6692658
Dr. Muthukumar Hospital,hospital,8.688891,77.461203
Sankar Hospital,hospital,8.804653,77.736598
Maris Siddha Hospltal,hospital,8.8235761,77.3737701
Kerala Arogya Ayurveda Panchakarama Hospital,hospital,8.70583,77.44052
Raja Pandian Hospital,hospital,8.70404,77.4561799
Government Hospital,hospital,8.671871,77.58752
Dr. Sankaranarayanan Hospital,hospital,8.704138,77.45877
Santha Hospital,hospital,8.703363,77.458363
Thilaks Hospital,hospital,8.725932,77.663712
IRK Siddha Hospital,hospital,8.724189,77.663674
Wellington Cantonment Hospital,hospital,11.359058,76.7834904
Ramachandran's Hospital,hospital,11.3523268,76.787917
Melkavatty Hospital,hospital,11.3837472,76.6563613
Immanuel Eye Hospital,hospital,11.342419,76.788655
Charing Cross Eye Hospital,hospital,11.411348,76.710521
Sait Memorial Hospital,hospital,11.4077296,76.7026857
Devi Hospital,hospital,11.356741,77.16542
Dhanam Hospital,hospital,11.3472623,76.7897334
Sivakumar Hospital,hospital,11.4213103,76.8606476
Ganesh Gounder Vaidhya Salai,hospital,11.3308768,77.1693058
Cordite Factory Hospital,hospital,11.3671903,76.7654711
Government Hospital,hospital,11.3549831,77.1447253
